texto,tipo,gravidade,origem
meu marido diz que se eu não ceder ele vai buscar em outro lugar,sexual,media,violencia_2000
ele me obrigou a ter relações em local público contra minha vontade,sexual,alta,violencia_2000
meu marido me bate quando perde no jogo,fisica,media,violencia_2000
"meu namorado me segurou pelo pulso leve, me critica e não me dá dinheiro suficiente",mista,baixa,violencia_2000
ele me forçou a gravar relações que depois ameaça usar como chantagem,sexual,alta,violencia_2000
meu companheiro não gosta quando converso sobre meus planos futuros sem incluí-lo,psicologica,baixa,violencia_2000
meu companheiro me diz que estou sendo difícil quando tenho limites,sexual,media,violencia_2000
meu namorado faz perguntas sobre minha vida sexual passada que me incomodam,sexual,baixa,violencia_2000
ele me bateu com a mão tão forte que meu ouvido ficou zuando,fisica,alta,violencia_2000
"meu companheiro me puxou o ombro leve, me critica e não me deixa sair sozinha",mista,baixa,violencia_2000
"fui espancada, me chamou de louca na frente de todos e quebrou tudo em casa",mista,alta,violencia_2000
meu namorado me pressiona a aceitar coisas que me causam desconforto,sexual,baixa,violencia_2000
"ele me bateu, me forçou a ter relações e ameaça tirar meus filhos se eu pedir ajuda",mista,alta,violencia_2000
ele ficou parado na minha frente bloqueando minha passagem,fisica,baixa,violencia_2000
ele arremessou um copo no chão perto de onde eu estava,fisica,baixa,violencia_2000
"ele me agrediu fisicamente, destruiu meus pertences e ameaça fazer mal a meus filhos",mista,alta,violencia_2000
meu marido me denunciou falsamente aos vizinhos por coisas que não fiz,moral,alta,violencia_2000
meu namorado diz que eu sou louca e que ninguém vai me acreditar,psicologica,media,violencia_2000
meu marido exige nota fiscal de tudo que eu gasto,patrimonial,baixa,violencia_2000
ele inventou que sou psicologicamente instável para que ninguém me acredite,moral,alta,violencia_2000
meu companheiro destruiu minha plantação que era nosso sustento,patrimonial,alta,violencia_2000
meu namorado me humilha dizendo que nunca vou crescer,moral,media,violencia_2000
"meu marido me bateu com correia, destruiu meus documentos e ameaça levar os filhos para longe",mista,alta,violencia_2000
"ele me deu cutucão no ombro, faz comentários sobre aparência e controla dinheiro",mista,baixa,violencia_2000
meu companheiro me ameaça dizendo que está armado e não tem medo de matar,psicologica,alta,violencia_2000
ele me ameaça de morte por mensagem todos os dias,psicologica,alta,violencia_2000
ele inventou que eu traí e contou para minha mãe doente,moral,alta,violencia_2000
ele disse que se eu chamar a polícia vai dizer que eu o agredi,psicologica,alta,violencia_2000
ele usa minha recusa como motivo para me tratar mal por dias,sexual,media,violencia_2000
meu companheiro me arrastou pelo braço para dentro de casa,fisica,media,violencia_2000
ele verifica meu celular todo dia e lê todas as mensagens,psicologica,media,violencia_2000
meu marido faz comentários que me fazem sentir que meu corpo é para seu uso,sexual,baixa,violencia_2000
meu marido me faz sentir culpada por ter meus próprios limites,sexual,media,violencia_2000
ele ameaçou machucar minha melhor amiga se eu pedir ajuda para ela,psicologica,alta,violencia_2000
ele tentou me matar com um pedaço de madeira,fisica,alta,violencia_2000
ele criou perfil falso com minhas fotos íntimas nas redes sociais,sexual,alta,violencia_2000
ele me culpa pela falta de relações no relacionamento,sexual,media,violencia_2000
meu companheiro destruiu coisas que minha avó me deixou de herança,patrimonial,media,violencia_2000
ele me faz sentir que preciso mudar minha personalidade para agradá-lo sexualmente,sexual,baixa,violencia_2000
ele faz piadas que associam meu corpo a coisas que me envergonham,sexual,baixa,violencia_2000
"meu companheiro me puxou pelo braço leve, me critica sempre e verifica celular",mista,baixa,violencia_2000
meu marido diz que eu sou dependente e incapaz,psicologica,media,violencia_2000
ele me chama de imprestável na frente dos nossos filhos,moral,media,violencia_2000
meu marido fica com cara feia por dias após minha recusa,sexual,media,violencia_2000
ele me disse que nenhum lugar será seguro para mim se eu terminar,psicologica,alta,violencia_2000
meu companheiro me diminui dizendo que sem ele eu não sou nada,psicologica,media,violencia_2000
ele me forçou a ter relações ameaçando prejudicar minha família,sexual,alta,violencia_2000
ele me empurrou enquanto eu carregava meu filho no colo,fisica,media,violencia_2000
ele me atirou pela janela do carro em movimento,fisica,alta,violencia_2000
meu marido me violentou sexualmente e depois negou que havia acontecido,sexual,alta,violencia_2000
meu companheiro inventa que eu tenho casos com outros homens,moral,media,violencia_2000
ele me faz sentir responsável por sua frustração quando digo não,sexual,media,violencia_2000
meu companheiro espalhador que sou uma mãe negligente,moral,alta,violencia_2000
ele me disse que vai roubar meus filhos e sumir se eu o deixar,psicologica,alta,violencia_2000
"ele me agrediu fisicamente, me proíbe de trabalhar e me humilha todo dia",mista,media,violencia_2000
meu companheiro me deu um leve empurrão quando ficou frustrado,fisica,baixa,violencia_2000
"meu companheiro me puxou o ombro de leve, me critica e não me deixa sair",mista,baixa,violencia_2000
ele conta segredos meus para parentes que me prejudicam,moral,media,violencia_2000
meu companheiro me olha de forma que me deixa desconfortável,sexual,baixa,violencia_2000
meu companheiro faz piadas sobre meu jeito de falar,moral,baixa,violencia_2000
ele me toca de forma que me incomoda ao passar do lado,sexual,baixa,violencia_2000
ele me tirou acesso ao Pix e eu não consigo receber meu salário,patrimonial,alta,violencia_2000
meu namorado me apertou o pescoço por alguns segundos,fisica,media,violencia_2000
meu companheiro me diz que nenhum homem vai me querer como sou,psicologica,media,violencia_2000
ele destruiu meu material de artesanato que levei anos para juntar,patrimonial,alta,violencia_2000
ele me jogou um travesseiro no rosto com raiva,fisica,baixa,violencia_2000
"ele me empurrou, destrói meus pertences e me ameaça às vezes durante brigas",mista,media,violencia_2000
ele me diminui dizendo que não sei fazer nada certo,moral,media,violencia_2000
ele quebrou minha máquina de lavar que precisamos para a casa,patrimonial,media,violencia_2000
meu companheiro me violentou sexualmente enquanto eu estava imobilizada,sexual,alta,violencia_2000
meu marido não me deixa ter conta poupança,patrimonial,media,violencia_2000
"meu companheiro me sacudiu, me humilha publicamente e me mantém sem dinheiro",mista,media,violencia_2000
meu marido cancelou meu plano de saúde sem me contar,patrimonial,alta,violencia_2000
meu marido faz comentários sobre o meu corpo que me deixam insegura,sexual,baixa,violencia_2000
ele me obrigou a enviar vídeos íntimos ameaçando contar segredos,sexual,alta,violencia_2000
ele diz que os problemas da família são culpa minha,psicologica,media,violencia_2000
ele me pressiona a aparecer de certa forma em fotos,sexual,baixa,violencia_2000
meu namorado comenta negativamente sobre minhas habilidades,moral,baixa,violencia_2000
ele faz comentários sobre outras mulheres que me deixam insegura sobre mim,sexual,baixa,violencia_2000
meu marido me deu tapas quando cheguei tarde em casa,fisica,media,violencia_2000
meu marido usou uma corda para me machucar,fisica,alta,violencia_2000
meu marido me pressiona a fazer coisas que me deixam desconfortável,sexual,media,violencia_2000
meu marido me caluniou dizendo que tenho transtorno mental grave,moral,alta,violencia_2000
meu namorado fica irritado quando tenho tempo para mim sem incluí-lo,psicologica,baixa,violencia_2000
meu companheiro ficou bem na minha frente de forma ameaçadora,fisica,baixa,violencia_2000
meu namorado faz comentários irônicos que me ferem,moral,baixa,violencia_2000
ele fica me tocando de forma que não gosto em público,sexual,baixa,violencia_2000
ele me puxou pelo pulso quando tentei sair da cama,fisica,baixa,violencia_2000
ele quer saber cada centavo que eu gasto e me questiona,patrimonial,baixa,violencia_2000
ele quebrou objetos de valor sentimental durante a última briga,patrimonial,media,violencia_2000
ele me tira dinheiro da bolsa sem me avisar,patrimonial,media,violencia_2000
meu companheiro me ameaça usar meu passado contra mim se eu sair,psicologica,alta,violencia_2000
meu namorado me diz que sou sortuda por ele ainda estar comigo,psicologica,media,violencia_2000
meu companheiro faz comentários sobre meu corpo na frente dos amigos,sexual,baixa,violencia_2000
ele me jogou na cama com força durante a discussão,fisica,media,violencia_2000
meu marido conta para outros as minhas inseguranças sem minha permissão,moral,baixa,violencia_2000
ele me faz sentir que meu corpo é propriedade dele,sexual,baixa,violencia_2000
ele reclama quando não preparo a comida que ele quer,psicologica,baixa,violencia_2000
ele me faz sentir que sou um peso para todo mundo,psicologica,media,violencia_2000
"ele me bateu quando briga, me isola e me verifica o celular todo dia",mista,media,violencia_2000
ele me difamou em grupos de família dizendo que traí,moral,alta,violencia_2000
ele me jogou da cama quando me recusei a obedecer,fisica,alta,violencia_2000
ele me diz que falta algo comigo quando não quero ter relações,sexual,media,violencia_2000
meu marido disse para todos os amigos que sou louca e invento coisas,moral,alta,violencia_2000
ele fica irritado quando não escolho o programa que ele quer,psicologica,baixa,violencia_2000
meu marido me disse que vai me encontrar no trabalho e me humilhar na frente de todos,psicologica,alta,violencia_2000
meu companheiro me violentou sexualmente durante minha gravidez,sexual,alta,violencia_2000
ele me difamou de forma que afetou meu relacionamento com meus próprios filhos,moral,alta,violencia_2000
meu companheiro me enviou mensagem dizendo que sei demais e que isso é perigoso,psicologica,alta,violencia_2000
ele me diz que vou me arrepender quando ele for buscar alguém que o aceite,sexual,media,violencia_2000
meu marido me diz que não sou normal por não querer sempre,sexual,media,violencia_2000
ele inventou que tenho comportamento inadequado para me desmoralizar,moral,alta,violencia_2000
meu companheiro me humilha dizendo que nunca fui capaz de nada,moral,media,violencia_2000
ele me humilha na frente dos colegas de trabalho,moral,media,violencia_2000
meu marido me deu um soco quando eu pedi dinheiro para o mercado,fisica,media,violencia_2000
"ele me espancou na rua, publicou mentiras sobre mim e ameaça machucar minha filha",mista,alta,violencia_2000
"meu companheiro me puxou levemente, me xinga quando fica bravo e controla meu celular",mista,baixa,violencia_2000
meu companheiro me empurrou escada abaixo mas me segurei,fisica,media,violencia_2000
meu marido me deu um tapa e disse que eu mereço,fisica,media,violencia_2000
meu marido me humilha dizendo que sei fazer uma coisa só,moral,media,violencia_2000
"meu marido me puxou pelo braço, me xinga de burra e controla todo meu dinheiro",mista,media,violencia_2000
"fui agredida com socos no rosto, estou sangrando muito",fisica,alta,violencia_2000
ele enviou prints de conversas editadas para me difamar,moral,alta,violencia_2000
ele quer controlar meus gastos com educação dos filhos,patrimonial,baixa,violencia_2000
meu marido me puxou pelos cabelos e me arrastou para o quarto,fisica,media,violencia_2000
ele faz piadas sobre minha falta de habilidade em certas coisas,moral,baixa,violencia_2000
meu marido me bateu quando descobriu que fui à casa da minha mãe,fisica,media,violencia_2000
ele me envia mensagens de conteúdo sexual que não pedi,sexual,baixa,violencia_2000
ele criou conta falsa nas redes sociais fingindo ser eu para me prejudicar,moral,alta,violencia_2000
ele me disse que vai me encontrar não importa para onde eu vá,psicologica,alta,violencia_2000
meu marido me jogou na parede quando eu tentei explicar,fisica,media,violencia_2000
ele me faz sentir que sou inadequada por ter vontades diferentes das dele,sexual,media,violencia_2000
